Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No,District,Municipality,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,P1,9,1220,m,10980,3,4,4,36,3
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,P1,9,340,m,3060,3,4,4,131,1
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,9,750,L,6750,3,4,4,59,2
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,6,630,m3,3780,1,1,1,26,3
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,07. Wing/ Retaining Walls, 104. Concrete (reinforced),BA,30,12270,m3,368100,4,4,9,2,3
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,06. Abutments, 120. Seal cracks,A1,4,750,m,3000,4,4,16,533,1
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BA,9,750,L,6750,3,4,16,237,1
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,05. Abutment Foundations, 161. Underpinning (describe under Remarks),A1,1,76650,No,76650,4,4,16,21,3
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,03. Waterway, 953. Ad-hoc item (describe under Remarks),S1,1,1080,No,1080,3,4,4,370,1
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,80,950,m,76000,1,1,4,5,3
1366,D2700 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,03. Waterway, 953. Ad-hoc item (describe under Remarks),AS,2,1080,No,0,0,0,4,9999999,1
1367,D1534 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,100,950,m,95000,1,1,0,0,3
1367,D1534 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,21. Miscellaneous Items, 617. Replace road signs,BA,1,2480,m2,2480,1,1,1,40,3
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,48,3100,No,148800,3,4,4,3,3
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,10,750,m2,7500,1,1,1,13,3
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,50,750,m,37500,3,4,4,11,3
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,AP,10.8,2290,m,24732,2,2,4,16,3
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,2,630,m3,1260,1,1,1,79,1
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,20,630,m3,12600,3,4,4,32,3
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,03. Waterway, 207. Clear debris,AS,50,750,m3,37500,3,4,1,3,3
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BA,100,630,m,63000,1,1,1,2,3
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,7,630,m3,4410,1,1,4,91,1
1375,D1858 over Mogol river,Bridge,Bridge,7/29/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,8,340,m,2720,2,2,4,147,1
1377,P94/2 over Brak River,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,20. Decks and Slabs, 120. Seal cracks,"S1,S3",15,750,m,11250,3,4,4,36,3
1377,P94/2 over Brak River,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),"S1,S3",1,4640,No,4640,3,4,4,86,1
1377,P94/2 over Brak River,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),AP,1,137950,LS,137950,3,4,1,1,3
1377,P94/2 over Brak River,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,25,1220,m,30500,3,4,1,3,3
1377,P94/2 over Brak River,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,3,4,4,98,1
1377,P94/2 over Brak River,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,3,4,4,32,3
1380,D710 over Klein Melk river,Bridge,Bridge,7/26/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,4,3100,No,12400,2,2,1,8,3
1380,D710 over Klein Melk river,Bridge,Bridge,7/26/2021,,Waterberg,,6/30/2022,11. Parapet, 454. New endblocks,S2,1,15350,No,15350,3,4,16,104,1
1380,D710 over Klein Melk river,Bridge,Bridge,7/26/2021,,Waterberg,,6/30/2022,11. Parapet, 458. New/repair steel railing,S2,6,3100,m,18600,4,4,16,86,1
1380,D710 over Klein Melk river,Bridge,Bridge,7/26/2021,,Waterberg,,6/30/2022,11. Parapet, 459. Paint steel rails,AS,35,750,m2,26250,1,1,16,61,2
1380,D710 over Klein Melk river,Bridge,Bridge,7/26/2021,,Waterberg,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),S1,1,750,No,750,1,1,1,133,1
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,05. Abutment Foundations, 120. Seal cracks,A1,2,750,m,1500,4,4,4,267,1
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,4,3100,m,12400,4,4,9,73,1
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,4,37,3
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,4,13,3
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 953. Ad-hoc item (describe under Remarks),P1,1,1080,No,1080,1,1,1,93,1
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,25,1220,m,30500,2,2,1,3,3
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S3,5,750,L,3750,2,2,9,240,1
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,12,3100,No,37200,3,4,1,3,3
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,06. Abutments, 120. Seal cracks,A1,10,750,m,7500,4,4,4,53,2
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,1,1,1,8,3
1381,D192 over Mmadikiri river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),BA,23,80,m,1840,1,1,1,54,2
1385,P146/1 over Mbezi river,Bridge,Bridge,8/2/2021,,Mopani,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,160,80,m2,12800,1,1,1,8,3
1385,P146/1 over Mbezi river,Bridge,Bridge,8/2/2021,,Mopani,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),A2,4,950,m,0,0,0,1,9999999,1
1385,P146/1 over Mbezi river,Bridge,Bridge,8/2/2021,,Mopani,,6/30/2022,03. Waterway, 1628. Clear Vegetation,S1,80,50,m2,4000,1,1,1,25,3
1387,D1888 over Steelpoort river,Bridge,Bridge,8/3/2021,,Sekhukhune,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,80,950,m,76000,2,2,0,0,3
1387,D1888 over Steelpoort river,Bridge,Bridge,8/3/2021,,Sekhukhune,,6/30/2022,11. Parapet, 454. New endblocks,S1,4,15350,No,0,0,0,16,9999999,1
1387,D1888 over Steelpoort river,Bridge,Bridge,8/3/2021,,Sekhukhune,,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,32,3100,m,0,0,0,16,9999999,1
1387,D1888 over Steelpoort river,Bridge,Bridge,8/3/2021,,Sekhukhune,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,3000,750,L,2250000,3,4,4,0,3
139,P98/2 over Sand river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,14. Piers & Columns, 654. Access-using scaffold (< 10 m),AP,1,4640,No,4640,3,4,4,86,1
139,P98/2 over Sand river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,150,750,L,112500,3,4,4,4,3
139,P98/2 over Sand river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),P3,1,137950,LS,137950,3,4,9,7,3
139,P98/2 over Sand river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,S5,15,3100,m,46500,3,4,4,9,3
139,P98/2 over Sand river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,3,4,4,32,3
139,P98/2 over Sand river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),AS,150,750,L,112500,3,4,1,1,3
139,P98/2 over Sand river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,P3,15,1220,m,18300,3,4,9,49,2
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,20,750,L,15000,2,2,4,27,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),S3,3,4640,No,13920,2,2,4,29,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 352. Drill drainage holes,S4,10,4640,No,46400,2,2,4,9,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S3,130,750,L,97500,2,2,4,4,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,19. Transverse Members, 654. Access-using scaffold (< 10 m),S1,1,4640,No,4640,1,1,1,22,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,19. Transverse Members, 118. Repair spall (including honeycombing),S1,10,750,L,7500,1,1,1,13,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BA,AP",42,6180,m,259560,1,1,4,2,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,14. Piers & Columns, 654. Access-using scaffold (< 10 m),P3,1,4640,No,4640,2,2,4,86,1
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,11. Parapet, 459. Paint steel rails,AS,90,750,m2,67500,1,1,4,6,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,11. Parapet, 454. New endblocks,S1,1,15350,No,15350,2,2,4,26,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,03. Waterway, 153. Backfill scour damage (rock),S2,60,5500,m3,330000,1,1,4,1,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,200,950,m,190000,2,2,0,0,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,01. Approach Embankment, 702. Traffic accommodation-Low (< 10 000 vpd),BA,1,137950,LS,137950,1,1,1,1,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BA,40,9190,m3,367600,1,1,1,0,3
1439,P18/2 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,20,1220,m,24400,1,1,4,16,3
1446,D1663 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 120. Seal cracks,"S2,S5",6,750,m,4500,1,1,9,200,1
1446,D1663 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,100,950,m,95000,1,1,0,0,3
1446,D1663 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,21. Miscellaneous Items, 617. Replace road signs,BA,1,2480,m2,2480,1,1,1,40,3
1446,D1663 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),"S2,S5",4,4640,No,18560,1,1,9,48,2
1446,D1663 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,11. Parapet, 454. New endblocks,"S1,S5",4,15350,No,61400,1,1,1,2,3
1446,D1663 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,14. Piers & Columns, 654. Access-using scaffold (< 10 m),"P1,P4",2,4640,No,9280,1,1,1,11,3
1446,D1663 over river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P1,P4",20,750,L,15000,1,1,1,7,3
1449,D921 over Rooisloot river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
1449,D921 over Rooisloot river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,1,630,m3,630,1,1,1,159,1
1449,D921 over Rooisloot river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,6,340,No,2040,1,1,1,49,2
1449,D921 over Rooisloot river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,6,3100,No,18600,3,4,1,5,3
1449,D921 over Rooisloot river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,11. Parapet, 458. New/repair steel railing,S2,4,3100,m,12400,3,4,4,32,3
1449,D921 over Rooisloot river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,2,1220,m,2440,3,4,1,41,3
1451,D600 over tobias spruit,Bridge,Bridge Cellular,7/22/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),E1,1,1080,No,1080,1,1,1,93,1
1451,D600 over tobias spruit,Bridge,Bridge Cellular,7/22/2021,,Waterberg,,6/30/2022,05. Waterway, 156. Gabion (mattresses and boxes),E1,3,3100,m3,9300,3,4,1,11,3
1451,D600 over tobias spruit,Bridge,Bridge Cellular,7/22/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,2,7640,No,15280,1,1,1,7,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,2,7640,No,15280,1,1,1,7,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,10.5,340,m,3570,2,2,1,28,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S2,5,750,L,3750,3,4,1,27,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,AS,100,480,m2,48000,2,2,1,2,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,10.5,1220,m,12810,2,2,1,8,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,5,750,L,3750,2,2,1,27,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,14. Piers & Columns, 101. Apply protective coating,AP,200,480,m2,96000,2,2,1,1,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,10,3100,No,31000,3,4,1,3,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,14. Piers & Columns, 207. Clear debris,P1,1,750,m3,750,1,1,1,133,1
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BA,15,750,m,11250,2,2,4,36,3
1452,D1025 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,03. Waterway, 207. Clear debris,P2,3,750,m3,2250,1,1,1,44,2
1458,D1890 over Steelpoort river,Bridge,Bridge,8/4/2021,,Sekhukhune,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BA,AP",25,340,m,8500,2,2,1,12,3
1458,D1890 over Steelpoort river,Bridge,Bridge,8/4/2021,,Sekhukhune,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,3,4,0,0,3
1458,D1890 over Steelpoort river,Bridge,Bridge,8/4/2021,,Sekhukhune,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BA,AP",25,1220,m,30500,2,2,1,3,3
1458,D1890 over Steelpoort river,Bridge,Bridge,8/4/2021,,Sekhukhune,,6/30/2022,11. Parapet, 454. New endblocks,"S1,S4",4,15350,No,61400,3,4,0,0,3
1458,D1890 over Steelpoort river,Bridge,Bridge,8/4/2021,,Sekhukhune,,6/30/2022,03. Waterway, 207. Clear debris,AP,200,750,m3,150000,4,4,9,6,3
1458,D1890 over Steelpoort river,Bridge,Bridge,8/4/2021,,Sekhukhune,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,80,950,m,76000,2,2,0,0,3
1458,D1890 over Steelpoort river,Bridge,Bridge,8/4/2021,,Sekhukhune,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BA,AP",1,137950,LS,0,0,0,1,9999999,1
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,06. Abutments, 120. Seal cracks,BA,10,750,m,7500,2,2,1,13,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,2,630,m3,1260,3,4,1,79,1
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,P1,10,1220,m,12200,2,2,1,8,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,P1,10,340,m,3400,2,2,1,29,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,50,750,L,37500,3,4,4,11,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,8,3100,No,24800,1,1,1,4,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BA,100,630,m,63000,1,1,1,2,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",A1,25,630,m,15750,3,4,1,6,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,3,4,1,8,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 359. Replace sidedrain/gutter/downchutes,A2,15,1570,m,23550,3,4,4,17,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 359. Replace sidedrain/gutter/downchutes,A2,10,1570,m,15700,3,4,4,25,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,3,630,m3,1890,3,4,4,212,1
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 155. Earth backfill,A2,20,630,m3,12600,3,4,4,32,3
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,5,340,No,1700,1,1,1,59,2
1511,D175 over Weidhoek spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,03. Waterway, 156. Gabion (mattresses and boxes),S1,3,3100,m3,9300,3,4,1,11,3
1535,P135/1 over Nwanedzi river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,10,750,No,7500,3,4,4,53,2
1535,P135/1 over Nwanedzi river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,S5,10,3100,m,31000,3,4,9,29,3
1535,P135/1 over Nwanedzi river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,5,630,m3,3150,3,4,4,127,1
1535,P135/1 over Nwanedzi river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BA,30,630,m,18900,1,1,9,48,2
1535,P135/1 over Nwanedzi river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,20,630,m3,12600,3,4,4,32,3
1535,P135/1 over Nwanedzi river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,3,4,4,98,1
1543,D171 over Tambotie river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
1543,D171 over Tambotie river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,2,2,4,32,3
1543,D171 over Tambotie river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,100,950,m,95000,2,2,4,4,3
1543,D171 over Tambotie river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,0.5,630,m3,315,1,1,1,317,1
